Timestamp,Temperature,Pressure,Speed,Vibration,Humidity,Flow,Voltage,Current,Power,Frequency
06/02/2026 02:01,24.25539122,,,,,,,,,
06/02/2026 02:01,24.25539122,0.845174013,,,,,,,,
06/02/2026 02:01,24.25539122,0.845174013,104,,,,,,,
06/02/2026 02:01,24.25539122,0.845174013,104,0.730589881,,,,,,
06/02/2026 02:01,24.25539122,0.845174013,104,0.730589881,76.98628639,,,,,
06/02/2026 02:01,24.25539122,0.845174013,104,0.730589881,76.98628639,9.714331646,,,,
06/02/2026 02:01,24.25539122,0.845174013,104,0.730589881,76.98628639,9.714331646,231.8201242,,,
06/02/2026 02:01,24.25539122,0.845174013,104,0.730589881,76.98628639,9.714331646,231.8201242,8.491634728,,
06/02/2026 02:01,24.25539122,0.845174013,104,0.730589881,76.98628639,9.714331646,231.8201242,8.491634728,1466.651979,
06/02/2026 02:01,24.25539122,0.845174013,104,0.730589881,76.98628639,9.714331646,231.8201242,8.491634728,1466.651979,50.23791715
